,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
37_17231822951201.png,A,D,B,D,C,A,B,A,A,C,D,D,A,C,B,A,B,C,C,E,E,B,E,B,A,E,*,E,*,E,D,E,A,E,D,E,C,A,B,A,C,A,C,C,A,B,B,B,B,B,D,C,*,D,A,D,B,B,A,D,A,E,B,B,D,B,C,D,A
37_17231846201301.png,A,D,D,E,D,B,A,E,D,C,D,C,A,B,C,B,B,E,A,D,B,B,A,B,C,D,C,D,D,C,A,E,C,A,E,E,C,E,A,D,D,C,D,A,A,A,B,C,C,C,D,C,C,C,C,C,C,B,B,A,B,B,C,A,C,A,A,D,A
37_17232180761201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845361201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231822911201.png,*,B,*,D,C,A,B,A,A,D,A,D,A,D,*,*,D,D,C,D,B,B,E,B,E,E,C,*,B,B,A,C,A,B,C,E,C,A,D,A,C,B,A,D,B,D,B,A,B,A,C,B,B,D,C,D,C,B,A,B,A,C,B,C,D,D,B,D,C
37_17231845391201.png,A,A,B,D,C,C,B,A,D,B,D,D,A,A,D,C,A,B,B,C,E,B,D,B,E,E,C,D,B,B,D,C,B,B,C,A,A,A,A,A,C,A,D,D,D,E,B,B,C,A,E,A,B,B,C,D,B,B,C,C,A,C,A,D,B,A,A,D,C
37_17232179151201.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845131201.png,A,D,B,D,C,E,B,A,A,A,E,D,A,A,D,A,D,E,C,D,D,B,E,B,E,E,B,E,B,B,D,E,C,B,E,E,C,B,D,A,C,B,A,B,D,D,A,B,B,A,E,B,C,D,B,D,B,A,A,B,C,E,B,C,C,B,B,A,B
37_17231823141301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231845181201.png,A,D,B,D,C,E,B,A,A,B,E,D,A,C,E,A,D,A,C,D,D,B,E,B,E,E,B,E,B,D,A,E,E,B,E,E,B,A,D,A,D,B,A,B,B,E,A,A,D,C,C,B,D,D,D,B,D,C,A,B,D,D,C,D,A,B,B,C,B
37_17231823041201.png,E,C,B,D,C,A,B,A,A,C,C,D,C,C,D,A,E,A,E,E,C,C,B,B,A,E,D,C,D,D,A,B,C,C,D,E,C,C,C,A,C,A,C,A,B,C,B,A,B,C,D,C,B,B,C,C,B,A,C,B,C,C,C,C,C,B,B,C,C
37_17232180831301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231846321301.png,E,D,A,E,D,E,E,C,B,B,E,C,A,C,C,B,A,E,A,A,B,B,A,B,D,D,C,D,D,E,A,E,D,B,E,E,C,C,A,D,B,C,D,D,A,A,C,C,C,C,B,A,D,C,D,C,C,B,B,A,A,B,C,A,C,A,A,B,A
37_17231846271301.png,E,D,E,E,D,B,E,B,B,A,C,B,B,B,A,E,D,E,A,C,B,D,E,C,C,C,C,D,E,C,A,B,D,B,A,D,C,B,A,D,B,C,D,A,D,B,B,C,C,B,C,B,C,C,B,C,C,B,B,D,A,B,A,A,C,A,A,A,D
37_17232180741201.png,A,D,B,D,C,A,B,A,A,D,D,C,B,B,E,A,D,A,C,D,B,D,E,C,E,E,C,E,A,D,B,B,C,B,C,E,C,A,D,A,C,B,A,C,B,B,A,A,D,B,C,D,B,E,A,D,B,B,A,A,B,E,C,C,C,A,B,D,A
37_17231823161301.png,E,B,D,E,B,B,E,B,D,D,C,B,E,D,D,E,B,C,B,A,B,B,A,C,C,A,*,D,D,A,A,E,C,B,B,D,C,E,A,D,A,C,B,C,C,A,D,C,C,B,B,C,B,C,C,C,C,B,B,D,B,B,C,A,C,A,A,C,C
37_17231823111301.png,A,D,D,C,D,C,E,*,B,E,C,A,C,A,D,E,D,A,B,A,B,B,A,C,A,D,E,B,D,C,B,B,C,C,E,B,C,D,B,A,B,C,B,B,D,D,B,B,D,C,A,D,A,E,B,B,C,A,B,D,B,A,D,A,C,A,B,B,C
37_17231846261301.png,D,D,C,E,D,E,E,B,A,B,E,C,D,B,B,B,B,E,D,A,B,D,A,A,E,B,B,D,D,D,D,E,E,A,B,D,D,B,A,D,B,C,A,B,B,B,C,B,C,B,B,A,B,D,D,D,C,C,B,D,A,B,C,A,C,A,A,D,A
37_17232179171301.png,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
37_17231823341301.png,E,D,E,E,B,C,A,D,B,E,A,A,C,C,E,E,B,A,B,E,*,D,E,A,A,D,C,B,D,D,B,B,D,B,D,D,C,D,A,D,A,C,A,D,C,A,D,C,C,C,B,A,E,D,B,C,C,B,B,A,A,B,C,A,C,A,A,C,A
37_17231846341301.png,E,D,D,E,A,B,A,C,A,B,E,C,D,A,C,E,A,E,D,A,B,C,B,D,C,D,C,A,E,C,E,B,C,C,B,E,D,B,A,D,C,D,A,E,B,D,A,C,C,C,C,C,A,D,B,B,D,B,A,D,C,C,A,A,D,A,A,B,C
37_17231823051201.png,D,A,B,D,C,A,A,A,A,D,B,D,#,C,D,A,E,B,C,B,B,D,E,A,D,B,C,E,C,A,B,C,B,B,A,E,B,B,A,A,C,B,*,A,A,B,B,A,C,C,A,C,B,E,A,D,B,B,A,B,C,A,B,C,B,A,B,C,A
37_17231845431201.png,A,*,B,D,C,C,B,A,A,B,*,D,A,C,D,C,D,A,C,B,A,B,E,B,D,E,B,E,A,B,D,E,E,C,B,D,C,D,D,A,D,A,A,B,B,E,B,A,B,A,C,A,B,A,B,D,B,B,A,B,D,B,C,C,C,C,B,A,B
37_17231845481201.png,A,*,B,D,C,C,B,A,A,C,A,D,A,C,D,A,D,A,C,D,B,B,E,B,E,E,A,E,E,D,D,E,*,D,A,E,C,D,E,A,C,A,A,B,B,D,A,A,B,A,C,A,B,E,C,D,B,B,B,D,D,C,B,C,B,B,B,A,A
